id,gender,area,qualification,income,marital_status,vintage,claim_amount,num_policies,policy,type_of_policy,predicted_cltv,cltv_segment,income_band,policy_band,has_claims
89631,Male,Urban,High School,5L-10L,1,7,5396,More than 1,A,Gold,93564.31,High,5L-10L,More than 1,1
89632,Female,Rural,High School,5L-10L,0,1,0,1,A,Platinum,44241.03,Low,5L-10L,1,0
89633,Female,Urban,High School,5L-10L,1,0,3709,More than 1,A,Platinum,86287.35,High,5L-10L,More than 1,1
89634,Male,Urban,High School,5L-10L,0,4,2311,More than 1,A,Platinum,93700.98,High,5L-10L,More than 1,1
89635,Male,Urban,Bachelor,5L-10L,1,8,2683,More than 1,C,Gold,98559.0,Premium,5L-10L,More than 1,1
89636,Female,Urban,High School,2L-5L,1,3,5548,More than 1,A,Platinum,99066.25,Premium,2L-5L,More than 1,1
89637,Female,Urban,High School,5L-10L,0,0,0,1,B,Platinum,44427.99,Low,5L-10L,1,0
89638,Male,Rural,Bachelor,More than 10L,1,4,0,More than 1,A,Platinum,79667.13,Medium,More than 10L,More than 1,0
89639,Male,Urban,High School,More than 10L,0,4,3752,More than 1,B,Silver,87313.45,High,More than 10L,More than 1,1
89640,Female,Urban,High School,5L-10L,1,6,4995,More than 1,A,Silver,100900.52,Premium,5L-10L,More than 1,1
89641,Male,Rural,Bachelor,2L-5L,1,0,4337,1,A,Platinum,49081.47,Medium,2L-5L,1,1
89642,Female,Rural,High School,5L-10L,1,2,2192,1,A,Platinum,46457.42,Low,5L-10L,1,1
89643,Female,Rural,Bachelor,5L-10L,1,2,0,More than 1,B,Platinum,77081.8,Medium,5L-10L,More than 1,0
89644,Female,Urban,Others,5L-10L,1,6,5446,More than 1,C,Gold,101498.64,Premium,5L-10L,More than 1,1
89645,Male,Urban,High School,5L-10L,1,6,5291,More than 1,A,Gold,97640.96,Premium,5L-10L,More than 1,1
89646,Female,Urban,High School,5L-10L,1,4,5504,More than 1,C,Platinum,114197.42,Premium,5L-10L,More than 1,1
89647,Male,Rural,Bachelor,5L-10L,0,7,0,1,B,Silver,45429.86,Low,5L-10L,1,0
89648,Male,Rural,Others,5L-10L,0,5,0,1,A,Gold,43201.21,Low,5L-10L,1,0
89649,Male,Urban,High School,5L-10L,0,5,0,More than 1,B,Gold,88126.67,High,5L-10L,More than 1,0
89650,Female,Urban,High School,2L-5L,1,4,2089,More than 1,A,Silver,85058.52,Medium,2L-5L,More than 1,1
89651,Male,Rural,High School,More than 10L,1,7,0,More than 1,B,Platinum,74363.03,Medium,More than 10L,More than 1,0
89652,Female,Rural,High School,5L-10L,0,5,0,More than 1,A,Platinum,81792.81,Medium,5L-10L,More than 1,0
89653,Female,Urban,Bachelor,More than 10L,0,7,3576,More than 1,B,Platinum,90503.01,High,More than 10L,More than 1,1
89654,Male,Urban,Bachelor,More than 10L,1,3,3804,More than 1,A,Platinum,85738.94,High,More than 10L,More than 1,1
89655,Male,Urban,High School,5L-10L,1,7,8945,More than 1,A,Platinum,97259.43,Premium,5L-10L,More than 1,1
89656,Female,Urban,Bachelor,2L-5L,0,3,0,More than 1,B,Silver,87850.62,High,2L-5L,More than 1,0
89657,Female,Rural,Bachelor,5L-10L,1,1,0,1,A,Platinum,45196.23,Low,5L-10L,1,0
89658,Male,Urban,Bachelor,2L-5L,0,5,4627,More than 1,A,Gold,108627.39,Premium,2L-5L,More than 1,1
89659,Male,Urban,Bachelor,5L-10L,0,2,3873,More than 1,C,Platinum,93341.58,High,5L-10L,More than 1,1
89660,Female,Urban,High School,More than 10L,1,7,5153,More than 1,A,Platinum,95093.49,Premium,More than 10L,More than 1,1
89661,Male,Rural,Bachelor,5L-10L,1,2,2586,More than 1,A,Platinum,81784.55,Medium,5L-10L,More than 1,1
89662,Male,Urban,Bachelor,2L-5L,1,7,6256,More than 1,A,Silver,103707.27,Premium,2L-5L,More than 1,1
89663,Male,Urban,Bachelor,5L-10L,1,2,6215,1,A,Platinum,45591.08,Low,5L-10L,1,1
89664,Female,Urban,Bachelor,<=2L,1,6,5275,1,C,Silver,46087.92,Low,<=2L,1,1
89665,Female,Rural,High School,5L-10L,1,8,4002,More than 1,B,Platinum,78423.9,Medium,5L-10L,More than 1,1
89666,Male,Rural,Others,5L-10L,1,6,2456,1,A,Platinum,46419.76,Low,5L-10L,1,1
89667,Male,Urban,High School,2L-5L,1,5,4967,1,A,Platinum,42098.98,Low,2L-5L,1,1
89668,Male,Urban,High School,5L-10L,1,6,8373,More than 1,A,Platinum,101987.63,Premium,5L-10L,More than 1,1
89669,Male,Rural,Bachelor,5L-10L,1,7,5614,More than 1,B,Platinum,83261.64,Medium,5L-10L,More than 1,1
89670,Male,Urban,Bachelor,5L-10L,1,6,8441,More than 1,A,Platinum,101169.83,Premium,5L-10L,More than 1,1
89671,Female,Urban,Bachelor,5L-10L,1,4,3738,More than 1,A,Platinum,90974.0,High,5L-10L,More than 1,1
89672,Female,Urban,Bachelor,2L-5L,0,6,0,More than 1,C,Platinum,90797.96,High,2L-5L,More than 1,0
89673,Male,Rural,Bachelor,5L-10L,0,8,2270,1,B,Gold,46794.65,Low,5L-10L,1,1
89674,Male,Urban,High School,5L-10L,0,3,7185,More than 1,A,Platinum,98866.25,Premium,5L-10L,More than 1,1
89675,Female,Rural,High School,5L-10L,1,2,3813,More than 1,C,Platinum,85748.99,High,5L-10L,More than 1,1
89676,Male,Rural,Bachelor,More than 10L,1,7,2716,1,A,Gold,46837.43,Low,More than 10L,1,1
89677,Male,Rural,Bachelor,5L-10L,1,6,3160,1,A,Silver,48059.54,Medium,5L-10L,1,1
89678,Female,Urban,High School,5L-10L,0,4,5271,More than 1,B,Platinum,93127.86,High,5L-10L,More than 1,1
89679,Male,Urban,High School,5L-10L,0,0,5850,More than 1,A,Gold,98893.62,Premium,5L-10L,More than 1,1
89680,Male,Rural,Bachelor,More than 10L,0,6,0,1,B,Silver,44843.02,Low,More than 10L,1,0
89681,Female,Rural,High School,More than 10L,0,7,7114,More than 1,B,Gold,89333.96,High,More than 10L,More than 1,1
89682,Female,Rural,Bachelor,5L-10L,1,4,0,1,A,Silver,45230.22,Low,5L-10L,1,0
89683,Female,Urban,Bachelor,5L-10L,1,7,11233,More than 1,B,Silver,98607.24,Premium,5L-10L,More than 1,1
89684,Male,Rural,Bachelor,5L-10L,1,7,2364,More than 1,B,Platinum,76904.13,Medium,5L-10L,More than 1,1
89685,Male,Urban,Bachelor,2L-5L,1,3,4444,More than 1,B,Platinum,90218.53,High,2L-5L,More than 1,1
89686,Female,Urban,High School,2L-5L,1,7,4222,1,A,Platinum,47102.43,Medium,2L-5L,1,1
89687,Female,Rural,High School,5L-10L,1,2,2311,1,A,Platinum,46418.83,Low,5L-10L,1,1
89688,Female,Urban,Others,2L-5L,1,7,5768,More than 1,A,Gold,79963.91,Medium,2L-5L,More than 1,1
89689,Male,Urban,Bachelor,5L-10L,1,6,6057,1,A,Platinum,44995.91,Low,5L-10L,1,1
89690,Male,Urban,High School,2L-5L,1,7,4052,More than 1,B,Gold,91826.19,High,2L-5L,More than 1,1
89691,Male,Rural,High School,5L-10L,0,5,2808,1,A,Gold,47466.32,Medium,5L-10L,1,1
89692,Female,Urban,High School,2L-5L,1,0,3828,More than 1,A,Platinum,83714.71,Medium,2L-5L,More than 1,1
89693,Female,Urban,Others,2L-5L,0,4,9565,More than 1,A,Platinum,114588.35,Premium,2L-5L,More than 1,1
89694,Male,Rural,Bachelor,5L-10L,0,6,5830,More than 1,B,Silver,79858.75,Medium,5L-10L,More than 1,1
89695,Female,Urban,High School,More than 10L,1,4,5367,More than 1,A,Platinum,92470.89,High,More than 10L,More than 1,1
89696,Female,Urban,Bachelor,5L-10L,1,1,3668,More than 1,A,Platinum,85486.03,High,5L-10L,More than 1,1
89697,Male,Urban,Bachelor,5L-10L,1,8,6464,1,C,Gold,50442.65,Medium,5L-10L,1,1
89698,Female,Rural,High School,2L-5L,0,5,4758,More than 1,A,Gold,96379.93,Premium,2L-5L,More than 1,1
89699,Male,Rural,High School,5L-10L,0,3,0,1,B,Platinum,44211.1,Low,5L-10L,1,0
89700,Female,Urban,High School,More than 10L,1,2,2079,1,A,Gold,43521.61,Low,More than 10L,1,1
89701,Male,Rural,High School,More than 10L,0,0,0,More than 1,B,Platinum,77409.84,Medium,More than 10L,More than 1,0
89702,Female,Urban,Bachelor,2L-5L,0,6,6469,More than 1,A,Gold,98738.29,Premium,2L-5L,More than 1,1
89703,Male,Urban,Bachelor,5L-10L,1,5,0,1,B,Gold,44448.19,Low,5L-10L,1,0
89704,Female,Urban,Bachelor,2L-5L,0,6,7074,More than 1,A,Platinum,109316.75,Premium,2L-5L,More than 1,1
89705,Female,Urban,Bachelor,5L-10L,0,4,5355,More than 1,B,Gold,94086.97,High,5L-10L,More than 1,1
89706,Male,Urban,High School,5L-10L,0,7,0,More than 1,B,Silver,82197.12,Medium,5L-10L,More than 1,0
89707,Female,Rural,High School,5L-10L,1,6,0,1,C,Gold,44505.77,Low,5L-10L,1,0
89708,Male,Urban,Bachelor,5L-10L,0,7,6451,More than 1,B,Platinum,91346.9,High,5L-10L,More than 1,1
89709,Male,Urban,Bachelor,2L-5L,1,5,4238,1,B,Gold,46743.3,Low,2L-5L,1,1
89710,Male,Urban,High School,5L-10L,1,7,4356,More than 1,B,Silver,83881.21,Medium,5L-10L,More than 1,1
89711,Female,Rural,High School,5L-10L,0,6,5862,More than 1,A,Platinum,87350.4,High,5L-10L,More than 1,1
89712,Male,Urban,High School,5L-10L,1,8,4691,More than 1,A,Silver,100128.03,Premium,5L-10L,More than 1,1
89713,Female,Rural,Others,5L-10L,0,8,5309,More than 1,A,Silver,92084.91,High,5L-10L,More than 1,1
89714,Male,Urban,High School,5L-10L,1,2,12318,More than 1,A,Platinum,107146.67,Premium,5L-10L,More than 1,1
89715,Male,Urban,Bachelor,2L-5L,1,5,7618,More than 1,A,Gold,118812.24,Premium,2L-5L,More than 1,1
89716,Male,Urban,Others,5L-10L,0,7,5218,1,B,Silver,44313.51,Low,5L-10L,1,1
89717,Female,Urban,Bachelor,2L-5L,0,5,10282,More than 1,A,Platinum,130335.87,Premium,2L-5L,More than 1,1
89718,Female,Rural,Bachelor,More than 10L,1,6,2280,More than 1,A,Platinum,80356.77,Medium,More than 10L,More than 1,1
89719,Male,Urban,Bachelor,5L-10L,1,6,4346,More than 1,A,Gold,90518.09,High,5L-10L,More than 1,1
89720,Male,Urban,High School,5L-10L,1,7,14550,1,C,Platinum,50981.3,Medium,5L-10L,1,1
89721,Female,Urban,Bachelor,5L-10L,0,4,6418,More than 1,A,Gold,99882.47,Premium,5L-10L,More than 1,1
89722,Male,Rural,High School,More than 10L,1,8,0,1,A,Platinum,46508.72,Low,More than 10L,1,0
89723,Female,Rural,High School,5L-10L,0,0,0,More than 1,B,Platinum,78777.18,Medium,5L-10L,More than 1,0
89724,Female,Rural,Others,5L-10L,1,5,0,More than 1,A,Gold,82308.9,Medium,5L-10L,More than 1,0
89725,Male,Urban,High School,5L-10L,1,1,5196,More than 1,A,Silver,91857.81,High,5L-10L,More than 1,1
89726,Female,Rural,Bachelor,5L-10L,1,6,0,1,A,Platinum,45537.61,Low,5L-10L,1,0
89727,Male,Rural,High School,5L-10L,1,8,0,1,B,Platinum,45870.85,Low,5L-10L,1,0
89728,Female,Urban,High School,5L-10L,0,8,4081,1,A,Gold,46693.94,Low,5L-10L,1,1
89729,Female,Urban,Bachelor,2L-5L,0,6,9495,More than 1,A,Gold,127996.86,Premium,2L-5L,More than 1,1
89730,Female,Rural,High School,5L-10L,0,6,0,More than 1,B,Gold,78201.27,Medium,5L-10L,More than 1,0
89731,Female,Urban,Others,5L-10L,0,5,8751,More than 1,A,Platinum,101585.01,Premium,5L-10L,More than 1,1
89732,Male,Rural,Bachelor,5L-10L,0,6,0,1,A,Platinum,44112.61,Low,5L-10L,1,0
89733,Female,Urban,High School,2L-5L,0,6,4424,More than 1,A,Silver,96389.39,Premium,2L-5L,More than 1,1
89734,Male,Urban,High School,5L-10L,1,6,3513,More than 1,A,Gold,87474.37,High,5L-10L,More than 1,1
89735,Female,Urban,Bachelor,2L-5L,0,3,7181,More than 1,B,Platinum,101425.76,Premium,2L-5L,More than 1,1
89736,Male,Rural,Bachelor,5L-10L,1,3,0,More than 1,B,Platinum,76015.08,Medium,5L-10L,More than 1,0
89737,Female,Urban,High School,<=2L,0,4,5375,More than 1,A,Platinum,103625.29,Premium,<=2L,More than 1,1
89738,Male,Rural,High School,More than 10L,1,7,4678,1,A,Gold,45999.89,Low,More than 10L,1,1
89739,Female,Rural,Bachelor,2L-5L,1,6,0,1,B,Platinum,46247.5,Low,2L-5L,1,0
89740,Female,Urban,Bachelor,5L-10L,1,1,6458,More than 1,A,Platinum,90975.98,High,5L-10L,More than 1,1
89741,Male,Urban,Bachelor,5L-10L,0,6,0,More than 1,B,Platinum,82063.57,Medium,5L-10L,More than 1,0
89742,Male,Urban,High School,5L-10L,0,3,3029,More than 1,A,Platinum,94955.09,High,5L-10L,More than 1,1
89743,Male,Urban,Bachelor,5L-10L,1,5,2046,More than 1,A,Platinum,86934.1,High,5L-10L,More than 1,1
89744,Male,Rural,High School,5L-10L,1,0,0,1,A,Platinum,43139.79,Low,5L-10L,1,0
89745,Male,Urban,High School,2L-5L,1,2,4159,More than 1,A,Platinum,88882.6,High,2L-5L,More than 1,1
89746,Male,Urban,High School,More than 10L,1,4,4013,1,A,Platinum,44891.22,Low,More than 10L,1,1
89747,Female,Urban,Bachelor,<=2L,1,6,5280,More than 1,A,Silver,92591.63,High,<=2L,More than 1,1
89748,Female,Urban,Bachelor,2L-5L,1,1,4946,More than 1,B,Platinum,88354.96,High,2L-5L,More than 1,1
89749,Male,Urban,Bachelor,5L-10L,1,6,7381,1,B,Platinum,52740.22,Medium,5L-10L,1,1
89750,Male,Rural,Bachelor,5L-10L,1,6,2453,More than 1,C,Gold,89537.87,High,5L-10L,More than 1,1
89751,Female,Rural,High School,5L-10L,0,0,2762,More than 1,C,Platinum,84692.52,Medium,5L-10L,More than 1,1
89752,Male,Rural,High School,More than 10L,1,6,0,1,A,Silver,43927.01,Low,More than 10L,1,0
89753,Female,Urban,High School,5L-10L,0,7,3984,More than 1,A,Gold,94852.51,High,5L-10L,More than 1,1
89754,Male,Urban,Others,2L-5L,0,1,5736,More than 1,B,Silver,99946.48,Premium,2L-5L,More than 1,1
89755,Male,Urban,High School,5L-10L,1,8,2767,More than 1,C,Gold,98104.51,Premium,5L-10L,More than 1,1
89756,Female,Urban,High School,2L-5L,1,7,5230,1,B,Silver,45471.78,Low,2L-5L,1,1
89757,Male,Urban,High School,More than 10L,1,5,9824,More than 1,A,Gold,114721.45,Premium,More than 10L,More than 1,1
89758,Female,Urban,Bachelor,5L-10L,1,1,5864,More than 1,A,Platinum,94901.8,High,5L-10L,More than 1,1
89759,Female,Urban,High School,5L-10L,0,6,7258,More than 1,B,Platinum,86967.87,High,5L-10L,More than 1,1
89760,Male,Urban,Bachelor,5L-10L,1,2,4337,1,A,Platinum,46430.31,Low,5L-10L,1,1
89761,Male,Urban,Bachelor,5L-10L,1,2,6366,More than 1,A,Platinum,95508.72,Premium,5L-10L,More than 1,1
89762,Female,Urban,High School,More than 10L,0,6,3399,More than 1,A,Platinum,93934.36,High,More than 10L,More than 1,1
89763,Male,Urban,Bachelor,5L-10L,1,2,0,More than 1,A,Gold,86950.69,High,5L-10L,More than 1,0
89764,Female,Rural,Bachelor,5L-10L,1,6,0,More than 1,A,Platinum,80869.77,Medium,5L-10L,More than 1,0
89765,Male,Urban,High School,5L-10L,1,0,3991,More than 1,C,Platinum,83896.19,Medium,5L-10L,More than 1,1
89766,Female,Urban,Others,5L-10L,0,7,6383,More than 1,C,Silver,111250.13,Premium,5L-10L,More than 1,1
89767,Female,Urban,Bachelor,5L-10L,0,6,5491,More than 1,C,Silver,117807.62,Premium,5L-10L,More than 1,1
89768,Male,Urban,Others,5L-10L,0,7,0,More than 1,B,Platinum,66768.44,Medium,5L-10L,More than 1,0
89769,Female,Rural,High School,5L-10L,1,5,5056,More than 1,A,Silver,90260.57,High,5L-10L,More than 1,1
89770,Male,Urban,Bachelor,2L-5L,0,5,9546,1,A,Silver,53911.15,Medium,2L-5L,1,1
89771,Male,Urban,Bachelor,2L-5L,1,8,3514,More than 1,A,Silver,86831.71,High,2L-5L,More than 1,1
89772,Female,Urban,Bachelor,5L-10L,1,3,3526,More than 1,A,Silver,87060.46,High,5L-10L,More than 1,1
89773,Male,Urban,Bachelor,More than 10L,1,8,3044,More than 1,A,Platinum,86993.44,High,More than 10L,More than 1,1
89774,Female,Urban,Bachelor,More than 10L,1,1,9983,More than 1,A,Platinum,109383.81,Premium,More than 10L,More than 1,1
89775,Female,Urban,High School,2L-5L,1,7,5924,More than 1,A,Platinum,100662.47,Premium,2L-5L,More than 1,1
89776,Male,Urban,High School,5L-10L,1,7,3141,More than 1,C,Silver,90197.61,High,5L-10L,More than 1,1
89777,Female,Rural,High School,More than 10L,0,2,0,More than 1,A,Platinum,82218.07,Medium,More than 10L,More than 1,0
89778,Male,Urban,Bachelor,2L-5L,0,7,11605,More than 1,C,Platinum,149163.59,Premium,2L-5L,More than 1,1
89779,Female,Rural,High School,5L-10L,1,1,0,1,A,Silver,43991.77,Low,5L-10L,1,0
89780,Male,Rural,Bachelor,5L-10L,0,2,3695,1,A,Platinum,47187.91,Medium,5L-10L,1,1
89781,Female,Urban,High School,5L-10L,1,3,0,More than 1,A,Platinum,86271.58,High,5L-10L,More than 1,0
89782,Female,Rural,Bachelor,5L-10L,1,8,4783,More than 1,B,Silver,81367.89,Medium,5L-10L,More than 1,1
89783,Female,Urban,Others,5L-10L,0,6,7847,More than 1,A,Platinum,105663.36,Premium,5L-10L,More than 1,1
89784,Female,Rural,High School,5L-10L,1,0,0,More than 1,B,Platinum,75431.93,Medium,5L-10L,More than 1,0
89785,Female,Urban,High School,5L-10L,1,6,3489,More than 1,B,Gold,79877.78,Medium,5L-10L,More than 1,1
89786,Female,Urban,High School,2L-5L,0,6,4946,More than 1,B,Silver,87221.48,High,2L-5L,More than 1,1
89787,Male,Urban,High School,2L-5L,1,6,0,More than 1,A,Platinum,84578.76,Medium,2L-5L,More than 1,0
89788,Female,Urban,High School,2L-5L,0,5,11115,More than 1,A,Silver,120461.41,Premium,2L-5L,More than 1,1
89789,Male,Urban,High School,5L-10L,0,6,3096,1,A,Platinum,47151.17,Medium,5L-10L,1,1
89790,Male,Urban,High School,2L-5L,1,2,4096,More than 1,A,Platinum,89400.75,High,2L-5L,More than 1,1
89791,Male,Urban,High School,5L-10L,1,8,3895,1,B,Gold,46351.15,Low,5L-10L,1,1
89792,Female,Urban,High School,More than 10L,1,6,6298,More than 1,B,Silver,81382.34,Medium,More than 10L,More than 1,1
89793,Male,Urban,High School,2L-5L,1,7,6586,More than 1,C,Platinum,105687.77,Premium,2L-5L,More than 1,1
89794,Male,Urban,Bachelor,2L-5L,0,6,7551,More than 1,A,Gold,110713.84,Premium,2L-5L,More than 1,1
89795,Male,Rural,Bachelor,5L-10L,0,1,0,More than 1,A,Gold,83170.76,Medium,5L-10L,More than 1,0
89796,Male,Rural,Bachelor,5L-10L,1,7,5494,1,A,Platinum,45048.34,Low,5L-10L,1,1
89797,Female,Urban,Bachelor,5L-10L,0,0,3084,More than 1,A,Platinum,92650.48,High,5L-10L,More than 1,1
89798,Male,Urban,Bachelor,5L-10L,1,7,0,1,B,Platinum,45239.89,Low,5L-10L,1,0
89799,Female,Rural,High School,5L-10L,1,6,2382,1,A,Platinum,46770.67,Low,5L-10L,1,1
89800,Female,Urban,Bachelor,5L-10L,0,5,2103,More than 1,A,Platinum,89213.94,High,5L-10L,More than 1,1
89801,Male,Rural,Bachelor,5L-10L,1,7,2298,More than 1,A,Platinum,80864.53,Medium,5L-10L,More than 1,1
89802,Male,Urban,High School,5L-10L,1,2,5790,More than 1,C,Gold,103181.8,Premium,5L-10L,More than 1,1
89803,Male,Urban,High School,2L-5L,1,6,5328,More than 1,A,Platinum,94465.34,High,2L-5L,More than 1,1
89804,Female,Urban,High School,More than 10L,0,7,2601,More than 1,A,Platinum,92102.97,High,More than 10L,More than 1,1
89805,Male,Urban,High School,5L-10L,1,2,2379,More than 1,A,Platinum,84408.69,Medium,5L-10L,More than 1,1
89806,Female,Urban,High School,2L-5L,0,8,3493,More than 1,A,Silver,105680.38,Premium,2L-5L,More than 1,1
89807,Male,Urban,Bachelor,More than 10L,1,8,4160,More than 1,B,Platinum,82998.14,Medium,More than 10L,More than 1,1
89808,Female,Urban,High School,5L-10L,1,1,5538,1,A,Platinum,42265.87,Low,5L-10L,1,1
89809,Male,Urban,High School,2L-5L,1,7,5498,More than 1,A,Platinum,100417.6,Premium,2L-5L,More than 1,1
89810,Female,Urban,Bachelor,5L-10L,1,7,0,More than 1,A,Platinum,86205.21,High,5L-10L,More than 1,0
89811,Female,Rural,High School,5L-10L,1,0,0,More than 1,A,Platinum,77887.19,Medium,5L-10L,More than 1,0
89812,Female,Urban,High School,More than 10L,0,5,6239,1,A,Gold,45084.38,Low,More than 10L,1,1
89813,Male,Rural,Others,5L-10L,0,5,2129,1,A,Platinum,43773.52,Low,5L-10L,1,1
89814,Male,Urban,High School,5L-10L,1,2,5867,1,A,Silver,43403.86,Low,5L-10L,1,1
89815,Male,Urban,Bachelor,5L-10L,1,8,10730,1,A,Platinum,51131.6,Medium,5L-10L,1,1
89816,Male,Urban,Bachelor,2L-5L,0,5,9894,More than 1,B,Platinum,101855.54,Premium,2L-5L,More than 1,1
89817,Male,Urban,High School,More than 10L,0,1,4896,More than 1,A,Gold,95981.5,Premium,More than 10L,More than 1,1
89818,Male,Urban,High School,5L-10L,1,7,2737,1,A,Platinum,47564.05,Medium,5L-10L,1,1
89819,Male,Rural,High School,5L-10L,0,7,4900,More than 1,A,Platinum,85157.09,Medium,5L-10L,More than 1,1
89820,Male,Rural,Bachelor,5L-10L,1,4,0,1,A,Gold,43635.7,Low,5L-10L,1,0
89821,Female,Urban,Bachelor,5L-10L,1,4,2091,1,B,Platinum,45644.0,Low,5L-10L,1,1
89822,Female,Rural,Others,5L-10L,1,2,2504,1,C,Platinum,46340.13,Low,5L-10L,1,1
89823,Female,Rural,High School,More than 10L,1,2,0,1,B,Gold,45003.93,Low,More than 10L,1,0
89824,Male,Urban,High School,More than 10L,1,6,7368,More than 1,B,Silver,85659.05,High,More than 10L,More than 1,1
89825,Male,Urban,High School,5L-10L,1,1,3721,1,A,Gold,44738.36,Low,5L-10L,1,1
89826,Male,Urban,Bachelor,5L-10L,1,6,4756,More than 1,A,Platinum,96509.26,Premium,5L-10L,More than 1,1
89827,Female,Urban,High School,5L-10L,0,7,3799,More than 1,B,Platinum,87781.68,High,5L-10L,More than 1,1
89828,Male,Urban,Bachelor,5L-10L,0,1,6586,More than 1,B,Platinum,94380.23,High,5L-10L,More than 1,1
89829,Male,Rural,Bachelor,5L-10L,0,3,2218,More than 1,A,Platinum,84214.68,Medium,5L-10L,More than 1,1
89830,Male,Rural,Bachelor,2L-5L,0,1,0,1,A,Gold,43960.62,Low,2L-5L,1,0
89831,Male,Urban,Bachelor,<=2L,0,8,6314,More than 1,A,Silver,95665.31,Premium,<=2L,More than 1,1
89832,Female,Urban,Bachelor,5L-10L,1,3,0,More than 1,B,Gold,79574.04,Medium,5L-10L,More than 1,0
89833,Female,Urban,Bachelor,5L-10L,0,5,7523,1,A,Silver,48701.85,Medium,5L-10L,1,1
89834,Male,Urban,Bachelor,5L-10L,1,7,2298,More than 1,A,Platinum,85623.55,High,5L-10L,More than 1,1
89835,Male,Urban,High School,5L-10L,1,5,4094,1,A,Silver,44846.45,Low,5L-10L,1,1
89836,Female,Urban,Others,5L-10L,0,5,5466,More than 1,B,Platinum,88812.07,High,5L-10L,More than 1,1
89837,Male,Urban,High School,More than 10L,1,4,0,More than 1,B,Platinum,76737.55,Medium,More than 10L,More than 1,0
89838,Female,Rural,High School,More than 10L,1,7,0,1,A,Silver,45435.54,Low,More than 10L,1,0
89839,Female,Urban,Bachelor,5L-10L,1,2,5335,More than 1,B,Gold,86155.83,High,5L-10L,More than 1,1
89840,Male,Urban,Bachelor,5L-10L,1,6,7125,More than 1,A,Silver,97320.56,Premium,5L-10L,More than 1,1
89841,Female,Urban,Bachelor,More than 10L,1,0,5877,1,A,Platinum,44125.38,Low,More than 10L,1,1
89842,Male,Urban,Bachelor,2L-5L,1,7,8019,1,B,Gold,50319.39,Medium,2L-5L,1,1
89843,Male,Urban,Bachelor,2L-5L,1,7,5765,More than 1,A,Silver,98866.4,Premium,2L-5L,More than 1,1
89844,Male,Rural,High School,More than 10L,0,6,0,1,A,Platinum,44110.11,Low,More than 10L,1,0
89845,Male,Rural,Bachelor,More than 10L,0,0,0,1,A,Platinum,43757.48,Low,More than 10L,1,0
89846,Male,Urban,High School,5L-10L,1,1,5406,More than 1,B,Platinum,85765.43,High,5L-10L,More than 1,1
89847,Male,Rural,Bachelor,More than 10L,0,0,0,More than 1,B,Platinum,77549.66,Medium,More than 10L,More than 1,0
89848,Male,Urban,Bachelor,5L-10L,1,1,0,1,B,Platinum,44452.28,Low,5L-10L,1,0
89849,Male,Rural,Bachelor,5L-10L,0,1,6449,1,B,Silver,48058.23,Medium,5L-10L,1,1
89850,Female,Urban,Bachelor,5L-10L,0,5,5962,1,A,Platinum,45510.11,Low,5L-10L,1,1
89851,Male,Urban,High School,2L-5L,1,3,3290,More than 1,C,Platinum,98004.23,Premium,2L-5L,More than 1,1
89852,Female,Urban,Bachelor,5L-10L,1,6,6607,More than 1,B,Platinum,96301.69,Premium,5L-10L,More than 1,1
89853,Female,Urban,Bachelor,2L-5L,1,7,8658,More than 1,A,Silver,110804.48,Premium,2L-5L,More than 1,1
